,label,run,error,n,d,rho,ratio,time
286,"instance optimal, unclipped",6,0.9458666656383181,4096,256,0.0625,0.25,0.32614827156066895
287,"instance optimal, clipped",6,0.943055153287879,4096,256,0.0625,0.25,0.32614827156066895
288,Empirical mean (non-private),6,0.5069140625,4096,256,0.0625,0.5,0.0
289,"PLAN(oracle), unclipped",6,1.2310846996660392,4096,256,0.0625,0.5,0.5469622611999512
290,"PLAN(oracle), clipped",6,1.225792767040194,4096,256,0.0625,0.5,-0.5469622611999512
291,"PLAN(paper), unclipped",6,1.2580062392537945,4096,256,0.0625,0.5,0.31793642044067383
292,"PLAN(paper), clipped",6,1.2562581979543612,4096,256,0.0625,0.5,-0.31793642044067383
293,"PLAN(noscale), unclipped",6,1.3754913966615505,4096,256,0.0625,0.5,0.316622257232666
294,"PLAN(noscale), clipped",6,1.3774505977168259,4096,256,0.0625,0.5,-0.316622257232666
295,"instance optimal, unclipped",6,1.3722713289810091,4096,256,0.0625,0.5,0.3096635341644287
296,"instance optimal, clipped",6,1.3713306833332524,4096,256,0.0625,0.5,0.3096635341644287
297,Empirical mean (non-private),6,0.6541845703125,4096,256,0.0625,0.75,0.0
298,"PLAN(oracle), unclipped",6,1.6356790941767245,4096,256,0.0625,0.75,0.5248124599456787
299,"PLAN(oracle), clipped",6,1.6305463983486819,4096,256,0.0625,0.75,-0.5248124599456787
300,"PLAN(paper), unclipped",6,1.6810463176272965,4096,256,0.0625,0.75,0.4642817974090576
301,"PLAN(paper), clipped",6,1.6761469439008079,4096,256,0.0625,0.75,-0.4642817974090576
302,"PLAN(noscale), unclipped",6,1.6504726386955382,4096,256,0.0625,0.75,0.4616518020629883
303,"PLAN(noscale), clipped",6,1.6601305176636336,4096,256,0.0625,0.75,-0.4616518020629883
304,"instance optimal, unclipped",6,1.6014774527733764,4096,256,0.0625,0.75,0.28372693061828613
305,"instance optimal, clipped",6,1.5991938146176004,4096,256,0.0625,0.75,0.28372693061828613
306,Empirical mean (non-private),6,0.7777099609375,4096,256,0.0625,1.0,0.0
307,"PLAN(oracle), unclipped",6,2.0229459880944973,4096,256,0.0625,1.0,0.8047466278076172
308,"PLAN(oracle), clipped",6,2.0186627996078466,4096,256,0.0625,1.0,-0.8047466278076172
309,"PLAN(paper), unclipped",6,1.9492884901183305,4096,256,0.0625,1.0,0.6881718635559082
310,"PLAN(paper), clipped",6,1.9444232748294565,4096,256,0.0625,1.0,-0.6881718635559082
311,"PLAN(noscale), unclipped",6,1.9687302835034826,4096,256,0.0625,1.0,0.619086503982544
312,"PLAN(noscale), clipped",6,1.955894180349008,4096,256,0.0625,1.0,-0.619086503982544
313,"instance optimal, unclipped",6,1.8095726688050415,4096,256,0.0625,1.0,0.30495500564575195
314,"instance optimal, clipped",6,1.8106213624486012,4096,256,0.0625,1.0,0.30495500564575195
315,Empirical mean (non-private),7,0.1561669921875,4096,256,0.0625,0.0,0.0
316,"PLAN(oracle), unclipped",7,0.36054389102378437,4096,256,0.0625,0.0,0.025200605392456055
317,"PLAN(oracle), clipped",7,0.3622314415992023,4096,256,0.0625,0.0,-0.025200605392456055
318,"PLAN(paper), unclipped",7,0.36407699643311286,4096,256,0.0625,0.0,0.022312402725219727
319,"PLAN(paper), clipped",7,0.3634307566526602,4096,256,0.0625,0.0,-0.022312402725219727
320,"PLAN(noscale), unclipped",7,0.40033259374548175,4096,256,0.0625,0.0,0.022538185119628906
321,"PLAN(noscale), clipped",7,0.39969434727616626,4096,256,0.0625,0.0,-0.022538185119628906
322,"instance optimal, unclipped",7,0.40404522639869017,4096,256,0.0625,0.0,0.29668688774108887
323,"instance optimal, clipped",7,0.40184056342739793,4096,256,0.0625,0.0,0.29668688774108887
324,Empirical mean (non-private),7,0.31425292968749996,4096,256,0.0625,0.25,0.0
325,"PLAN(oracle), unclipped",7,0.7806943405346753,4096,256,0.0625,0.25,0.2364053726196289
326,"PLAN(oracle), clipped",7,0.7891178760387564,4096,256,0.0625,0.25,-0.2364053726196289
327,"PLAN(paper), unclipped",7,0.8585273878744647,4096,256,0.0625,0.25,0.17933297157287598
328,"PLAN(paper), clipped",7,0.8594893534648861,4096,256,0.0625,0.25,-0.17933297157287598
329,"PLAN(noscale), unclipped",7,1.02912344746985,4096,256,0.0625,0.25,0.16202592849731445
330,"PLAN(noscale), clipped",7,1.0332199991140754,4096,256,0.0625,0.25,-0.16202592849731445
331,"instance optimal, unclipped",7,0.8657547789103106,4096,256,0.0625,0.25,0.2663087844848633
332,"instance optimal, clipped",7,0.8686481717932311,4096,256,0.0625,0.25,0.2663087844848633
333,Empirical mean (non-private),7,0.4939111328125,4096,256,0.0625,0.5,0.0
334,"PLAN(oracle), unclipped",7,1.2329909762861848,4096,256,0.0625,0.5,0.5244083404541016
335,"PLAN(oracle), clipped",7,1.2205710505278424,4096,256,0.0625,0.5,-0.5244083404541016
336,"PLAN(paper), unclipped",7,1.3537935142050683,4096,256,0.0625,0.5,0.328594446182251
337,"PLAN(paper), clipped",7,1.3509297934334488,4096,256,0.0625,0.5,-0.328594446182251
338,"PLAN(noscale), unclipped",7,1.4560316620218026,4096,256,0.0625,0.5,0.316591739654541
339,"PLAN(noscale), clipped",7,1.4562007376142114,4096,256,0.0625,0.5,-0.316591739654541
340,"instance optimal, unclipped",7,1.309431842891328,4096,256,0.0625,0.5,0.2848803997039795
341,"instance optimal, clipped",7,1.3100113010928491,4096,256,0.0625,0.5,0.2848803997039795
342,Empirical mean (non-private),7,0.637451171875,4096,256,0.0625,0.75,0.0
343,"PLAN(oracle), unclipped",7,1.5520954095626196,4096,256,0.0625,0.75,0.4743649959564209
344,"PLAN(oracle), clipped",7,1.5452517466830415,4096,256,0.0625,0.75,-0.4743649959564209
345,"PLAN(paper), unclipped",7,1.5474410143379493,4096,256,0.0625,0.75,0.46431684494018555
346,"PLAN(paper), clipped",7,1.5449674749420552,4096,256,0.0625,0.75,-0.46431684494018555
347,"PLAN(noscale), unclipped",7,1.689889357626937,4096,256,0.0625,0.75,0.46332263946533203
348,"PLAN(noscale), clipped",7,1.6824886368126566,4096,256,0.0625,0.75,-0.46332263946533203
349,"instance optimal, unclipped",7,1.6592968032313506,4096,256,0.0625,0.75,0.28499364852905273
350,"instance optimal, clipped",7,1.664052245472567,4096,256,0.0625,0.75,0.28499364852905273
351,Empirical mean (non-private),7,0.7760009765625,4096,256,0.0625,1.0,0.0
352,"PLAN(oracle), unclipped",7,1.8373777119343604,4096,256,0.0625,1.0,0.6225533485412598
353,"PLAN(oracle), clipped",7,1.8389239484041713,4096,256,0.0625,1.0,-0.6225533485412598
354,"PLAN(paper), unclipped",7,1.9015784052965814,4096,256,0.0625,1.0,0.6785814762115479
355,"PLAN(paper), clipped",7,1.9044110517520445,4096,256,0.0625,1.0,-0.6785814762115479
356,"PLAN(noscale), unclipped",7,1.8151960394980393,4096,256,0.0625,1.0,0.6266593933105469
357,"PLAN(noscale), clipped",7,1.818591306246571,4096,256,0.0625,1.0,-0.6266593933105469
358,"instance optimal, unclipped",7,1.9391802554485098,4096,256,0.0625,1.0,0.28066134452819824
359,"instance optimal, clipped",7,1.938748642296691,4096,256,0.0625,1.0,0.28066134452819824
360,Empirical mean (non-private),8,0.14718261718749998,4096,256,0.0625,0.0,0.0
361,"PLAN(oracle), unclipped",8,0.3550920248077892,4096,256,0.0625,0.0,0.0231935977935791
362,"PLAN(oracle), clipped",8,0.35644697405938514,4096,256,0.0625,0.0,-0.0231935977935791
363,"PLAN(paper), unclipped",8,0.3734172103354678,4096,256,0.0625,0.0,0.02175283432006836
364,"PLAN(paper), clipped",8,0.3735805950876253,4096,256,0.0625,0.0,-0.02175283432006836
365,"PLAN(noscale), unclipped",8,0.3522126929960888,4096,256,0.0625,0.0,0.021552324295043945
366,"PLAN(noscale), clipped",8,0.34750798014611667,4096,256,0.0625,0.0,-0.021552324295043945
367,"instance optimal, unclipped",8,0.37278771276857947,4096,256,0.0625,0.0,0.26223301887512207
368,"instance optimal, clipped",8,0.3696194489631915,4096,256,0.0625,0.0,0.26223301887512207
369,Empirical mean (non-private),8,0.3065576171875,4096,256,0.0625,0.25,0.0
370,"PLAN(oracle), unclipped",8,0.7394358115710122,4096,256,0.0625,0.25,0.2211627960205078
371,"PLAN(oracle), clipped",8,0.7434476190437762,4096,256,0.0625,0.25,-0.2211627960205078
372,"PLAN(paper), unclipped",8,0.7767513736810718,4096,256,0.0625,0.25,0.16643595695495605
373,"PLAN(paper), clipped",8,0.7916228791793878,4096,256,0.0625,0.25,-0.16643595695495605
374,"PLAN(noscale), unclipped",8,1.0113665048533542,4096,256,0.0625,0.25,0.28516626358032227
375,"PLAN(noscale), clipped",8,1.0117225456225212,4096,256,0.0625,0.25,-0.28516626358032227
376,"instance optimal, unclipped",8,1.0594408528200965,4096,256,0.0625,0.25,0.277634859085083
377,"instance optimal, clipped",8,1.0599303350887848,4096,256,0.0625,0.25,0.277634859085083
378,Empirical mean (non-private),8,0.5066064453125,4096,256,0.0625,0.5,0.0
379,"PLAN(oracle), unclipped",8,1.163269935711267,4096,256,0.0625,0.5,0.40828394889831543
380,"PLAN(oracle), clipped",8,1.1575729559616117,4096,256,0.0625,0.5,-0.40828394889831543
381,"PLAN(paper), unclipped",8,1.2391333325379033,4096,256,0.0625,0.5,0.3172452449798584
382,"PLAN(paper), clipped",8,1.2271798222683217,4096,256,0.0625,0.5,-0.3172452449798584
383,"PLAN(noscale), unclipped",8,1.3727046340486284,4096,256,0.0625,0.5,0.31857967376708984
384,"PLAN(noscale), clipped",8,1.3628725522797565,4096,256,0.0625,0.5,-0.31857967376708984
385,"instance optimal, unclipped",8,1.395612915726412,4096,256,0.0625,0.5,0.2613086700439453
386,"instance optimal, clipped",8,1.4008561784378484,4096,256,0.0625,0.5,0.2613086700439453
387,Empirical mean (non-private),8,0.65890625,4096,256,0.0625,0.75,0.0
388,"PLAN(oracle), unclipped",8,1.477792879730884,4096,256,0.0625,0.75,0.5760843753814697
389,"PLAN(oracle), clipped",8,1.4788544649924824,4096,256,0.0625,0.75,-0.5760843753814697
390,"PLAN(paper), unclipped",8,1.6338630457255614,4096,256,0.0625,0.75,0.46061086654663086
391,"PLAN(paper), clipped",8,1.6382854412668755,4096,256,0.0625,0.75,-0.46061086654663086
392,"PLAN(noscale), unclipped",8,1.707022932571878,4096,256,0.0625,0.75,0.4599034786224365
393,"PLAN(noscale), clipped",8,1.7153883493626745,4096,256,0.0625,0.75,-0.4599034786224365
394,"instance optimal, unclipped",8,1.6302871618045143,4096,256,0.0625,0.75,0.27347612380981445
395,"instance optimal, clipped",8,1.6297744176391007,4096,256,0.0625,0.75,0.27347612380981445
396,Empirical mean (non-private),8,0.8370361328125,4096,256,0.0625,1.0,0.0
397,"PLAN(oracle), unclipped",8,1.9700178570075453,4096,256,0.0625,1.0,0.8604276180267334
398,"PLAN(oracle), clipped",8,1.971886026784162,4096,256,0.0625,1.0,-0.8604276180267334
399,"PLAN(paper), unclipped",8,1.9294317440447293,4096,256,0.0625,1.0,0.6158316135406494
400,"PLAN(paper), clipped",8,1.9326046489951048,4096,256,0.0625,1.0,-0.6158316135406494
401,"PLAN(noscale), unclipped",8,2.019209675073408,4096,256,0.0625,1.0,0.6112799644470215
402,"PLAN(noscale), clipped",8,2.0155475685017126,4096,256,0.0625,1.0,-0.6112799644470215
403,"instance optimal, unclipped",8,1.9650292203302868,4096,256,0.0625,1.0,0.25276780128479004
404,"instance optimal, clipped",8,1.96843310906819,4096,256,0.0625,1.0,0.25276780128479004
405,Empirical mean (non-private),9,0.1708642578125,4096,256,0.0625,0.0,0.0
406,"PLAN(oracle), unclipped",9,0.41573637527384955,4096,256,0.0625,0.0,0.03141450881958008
407,"PLAN(oracle), clipped",9,0.41502731320865827,4096,256,0.0625,0.0,-0.03141450881958008
408,"PLAN(paper), unclipped",9,0.37192481158601565,4096,256,0.0625,0.0,0.029246091842651367
409,"PLAN(paper), clipped",9,0.36746901816347555,4096,256,0.0625,0.0,-0.029246091842651367
410,"PLAN(noscale), unclipped",9,0.3240777340898403,4096,256,0.0625,0.0,0.0282135009765625
411,"PLAN(noscale), clipped",9,0.32109515763718954,4096,256,0.0625,0.0,-0.0282135009765625
412,"instance optimal, unclipped",9,0.4246366522251207,4096,256,0.0625,0.0,0.28832459449768066
413,"instance optimal, clipped",9,0.42553012887042363,4096,256,0.0625,0.0,0.28832459449768066
414,Empirical mean (non-private),9,0.309990234375,4096,256,0.0625,0.25,0.0
415,"PLAN(oracle), unclipped",9,0.6973750616153569,4096,256,0.0625,0.25,0.22466707229614258
416,"PLAN(oracle), clipped",9,0.7022083942624657,4096,256,0.0625,0.25,-0.22466707229614258
417,"PLAN(paper), unclipped",9,0.853522684799374,4096,256,0.0625,0.25,0.2048811912536621
418,"PLAN(paper), clipped",9,0.8580052942151315,4096,256,0.0625,0.25,-0.2048811912536621
419,"PLAN(noscale), unclipped",9,1.1244893704073662,4096,256,0.0625,0.25,0.29951906204223633
420,"PLAN(noscale), clipped",9,1.120958562192252,4096,256,0.0625,0.25,-0.29951906204223633
421,"instance optimal, unclipped",9,0.9359681735225769,4096,256,0.0625,0.25,0.2774620056152344
422,"instance optimal, clipped",9,0.9363578305948483,4096,256,0.0625,0.25,0.2774620056152344
423,Empirical mean (non-private),9,0.4702734375,4096,256,0.0625,0.5,0.0
424,"PLAN(oracle), unclipped",9,1.131117647509421,4096,256,0.0625,0.5,0.44821834564208984
425,"PLAN(oracle), clipped",9,1.1331998003971187,4096,256,0.0625,0.5,-0.44821834564208984
426,"PLAN(paper), unclipped",9,1.1764937216719777,4096,256,0.0625,0.5,0.3206040859222412
427,"PLAN(paper), clipped",9,1.179929392278456,4096,256,0.0625,0.5,-0.3206040859222412
428,"PLAN(noscale), unclipped",9,1.313073615518023,4096,256,0.0625,0.5,0.3882484436035156
429,"PLAN(noscale), clipped",9,1.3174903176332522,4096,256,0.0625,0.5,-0.3882484436035156
430,"instance optimal, unclipped",9,1.2435131660919705,4096,256,0.0625,0.5,0.3011744022369385
431,"instance optimal, clipped",9,1.2398184256435725,4096,256,0.0625,0.5,0.3011744022369385
432,Empirical mean (non-private),9,0.668076171875,4096,256,0.0625,0.75,0.0
433,"PLAN(oracle), unclipped",9,1.6591030027379714,4096,256,0.0625,0.75,0.5530123710632324
434,"PLAN(oracle), clipped",9,1.6487817740589423,4096,256,0.0625,0.75,-0.5530123710632324
435,"PLAN(paper), unclipped",9,1.520807053733416,4096,256,0.0625,0.75,0.46299123764038086
436,"PLAN(paper), clipped",9,1.5197807211436083,4096,256,0.0625,0.75,-0.46299123764038086
437,"PLAN(noscale), unclipped",9,1.768603425175868,4096,256,0.0625,0.75,0.48467564582824707
438,"PLAN(noscale), clipped",9,1.7655360457316165,4096,256,0.0625,0.75,-0.48467564582824707
439,"instance optimal, unclipped",9,1.6949725863310405,4096,256,0.0625,0.75,0.2680389881134033
440,"instance optimal, clipped",9,1.6872220839141305,4096,256,0.0625,0.75,0.2680389881134033
441,Empirical mean (non-private),9,0.76220703125,4096,256,0.0625,1.0,0.0
442,"PLAN(oracle), unclipped",9,1.9876657458045863,4096,256,0.0625,1.0,0.6200158596038818
443,"PLAN(oracle), clipped",9,1.9802694957766676,4096,256,0.0625,1.0,-0.6200158596038818
444,"PLAN(paper), unclipped",9,1.8798250875170375,4096,256,0.0625,1.0,0.6152563095092773
445,"PLAN(paper), clipped",9,1.8782827587006927,4096,256,0.0625,1.0,-0.6152563095092773
446,"PLAN(noscale), unclipped",9,1.8941499169651816,4096,256,0.0625,1.0,0.6109392642974854
447,"PLAN(noscale), clipped",9,1.8885467039472217,4096,256,0.0625,1.0,-0.6109392642974854
448,"instance optimal, unclipped",9,1.9682368499785194,4096,256,0.0625,1.0,0.33157992362976074
449,"instance optimal, clipped",9,1.9656325228209062,4096,256,0.0625,1.0,0.33157992362976074
450,Empirical mean (non-private),0,0.15219726562499997,4096,256,0.125,0.0,0.0
451,"PLAN(oracle), unclipped",0,0.2801789218502545,4096,256,0.125,0.0,0.024183034896850586
452,"PLAN(oracle), clipped",0,0.27876397828563904,4096,256,0.125,0.0,-0.024183034896850586
453,"PLAN(paper), unclipped",0,0.3022704818952737,4096,256,0.125,0.0,0.022127389907836914
454,"PLAN(paper), clipped",0,0.300050920982469,4096,256,0.125,0.0,-0.022127389907836914
455,"PLAN(noscale), unclipped",0,0.28791329064973986,4096,256,0.125,0.0,0.021605253219604492
456,"PLAN(noscale), clipped",0,0.2893896844747628,4096,256,0.125,0.0,-0.021605253219604492
457,"instance optimal, unclipped",0,0.30031014792616484,4096,256,0.125,0.0,0.28286314010620117
458,"instance optimal, clipped",0,0.2994857201572141,4096,256,0.125,0.0,0.28286314010620117
459,Empirical mean (non-private),0,0.30546386718749996,4096,256,0.125,0.25,0.0
460,"PLAN(oracle), unclipped",0,0.5788287443843589,4096,256,0.125,0.25,0.16817116737365723
461,"PLAN(oracle), clipped",0,0.5876483074480443,4096,256,0.125,0.25,-0.16817116737365723
462,"PLAN(paper), unclipped",0,0.612280845347966,4096,256,0.125,0.25,0.36910057067871094
463,"PLAN(paper), clipped",0,0.6180746528822738,4096,256,0.125,0.25,-0.36910057067871094
464,"PLAN(noscale), unclipped",0,0.7620226568265432,4096,256,0.125,0.25,0.1650092601776123
465,"PLAN(noscale), clipped",0,0.7649041153982791,4096,256,0.125,0.25,-0.1650092601776123
466,"instance optimal, unclipped",0,0.7190733112530114,4096,256,0.125,0.25,0.283128023147583
467,"instance optimal, clipped",0,0.720835474045523,4096,256,0.125,0.25,0.283128023147583
468,Empirical mean (non-private),0,0.4633154296875,4096,256,0.125,0.5,0.0
469,"PLAN(oracle), unclipped",0,0.8383545125231886,4096,256,0.125,0.5,0.38594770431518555
470,"PLAN(oracle), clipped",0,0.8323033318460535,4096,256,0.125,0.5,-0.38594770431518555
471,"PLAN(paper), unclipped",0,0.9690253085432927,4096,256,0.125,0.5,0.31928491592407227
472,"PLAN(paper), clipped",0,0.9695756286183714,4096,256,0.125,0.5,-0.31928491592407227
473,"PLAN(noscale), unclipped",0,1.0460395119808017,4096,256,0.125,0.5,0.319394588470459
474,"PLAN(noscale), clipped",0,1.0448167285668422,4096,256,0.125,0.5,-0.319394588470459
475,"instance optimal, unclipped",0,0.992274767597403,4096,256,0.125,0.5,0.28644800186157227
476,"instance optimal, clipped",0,0.9924088671465252,4096,256,0.125,0.5,0.28644800186157227
477,Empirical mean (non-private),0,0.650380859375,4096,256,0.125,0.75,0.0
478,"PLAN(oracle), unclipped",0,1.289414590482763,4096,256,0.125,0.75,0.5558054447174072
479,"PLAN(oracle), clipped",0,1.296261097241143,4096,256,0.125,0.75,-0.5558054447174072
480,"PLAN(paper), unclipped",0,1.2609561705371592,4096,256,0.125,0.75,0.5076534748077393
481,"PLAN(paper), clipped",0,1.2588251436735285,4096,256,0.125,0.75,-0.5076534748077393
482,"PLAN(noscale), unclipped",0,1.348423705842034,4096,256,0.125,0.75,0.5059962272644043
483,"PLAN(noscale), clipped",0,1.3427618933263479,4096,256,0.125,0.75,-0.5059962272644043
484,"instance optimal, unclipped",0,1.2745465047263078,4096,256,0.125,0.75,0.30562663078308105
485,"instance optimal, clipped",0,1.2748425048607488,4096,256,0.125,0.75,0.30562663078308105
486,Empirical mean (non-private),0,0.754150390625,4096,256,0.125,1.0,0.0
487,"PLAN(oracle), unclipped",0,1.4595532533442908,4096,256,0.125,1.0,0.7619063854217529
488,"PLAN(oracle), clipped",0,1.4650200145997927,4096,256,0.125,1.0,-0.7619063854217529
489,"PLAN(paper), unclipped",0,1.6224012221751545,4096,256,0.125,1.0,0.6413288116455078
490,"PLAN(paper), clipped",0,1.6238305894618401,4096,256,0.125,1.0,-0.6413288116455078
491,"PLAN(noscale), unclipped",0,1.4357274100916513,4096,256,0.125,1.0,0.707843542098999
492,"PLAN(noscale), clipped",0,1.4442683889601242,4096,256,0.125,1.0,-0.707843542098999
493,"instance optimal, unclipped",0,1.6009823523794309,4096,256,0.125,1.0,0.3053147792816162
494,"instance optimal, clipped",0,1.606601731277897,4096,256,0.125,1.0,0.3053147792816162
495,Empirical mean (non-private),1,0.16748046875,4096,256,0.125,0.0,0.0
496,"PLAN(oracle), unclipped",1,0.2990065624321949,4096,256,0.125,0.0,0.024021387100219727
497,"PLAN(oracle), clipped",1,0.2987935645615527,4096,256,0.125,0.0,-0.024021387100219727
498,"PLAN(paper), unclipped",1,0.3024720997316852,4096,256,0.125,0.0,0.022079944610595703
499,"PLAN(paper), clipped",1,0.30141275352451147,4096,256,0.125,0.0,-0.022079944610595703
500,"PLAN(noscale), unclipped",1,0.29109333575119906,4096,256,0.125,0.0,0.021591663360595703
501,"PLAN(noscale), clipped",1,0.2919077804462634,4096,256,0.125,0.0,-0.021591663360595703
502,"instance optimal, unclipped",1,0.3094524603110477,4096,256,0.125,0.0,0.30008649826049805
503,"instance optimal, clipped",1,0.3097100106650793,4096,256,0.125,0.0,0.30008649826049805
504,Empirical mean (non-private),1,0.293837890625,4096,256,0.125,0.25,0.0
